Feature,Variance,Mean Rank
DisoDNAscore_aa_window_3_next,0.08818889743589743,0.2333076923076923
MMseq2_conservation_level_aa_window_3_prev,0.08806389743589743,0.2316923076923077
gtex_Thyroid,0.08785210256410253,0.21246153846153842
REGION,0.08768889743589742,0.17669230769230768
PSIPRED_helix_aa_window_8_next,0.08723056410256409,0.20830769230769225
motifEScoreChng,0.08719097435897434,0.17584615384615382
PSIPRED_strand_aa,0.08666876923076922,0.20246153846153844
PSIPRED_strand_aa_window_3_next,0.08636389743589744,0.19169230769230772
LINSIGHT,0.0861055641025641,0.17330769230769233
ATP_binding_gbind,0.08598543589743589,0.18753846153846152
gtex_Artery_-_Coronary,0.08570764102564103,0.2258461538461538
Dst2Splice,0.08548889743589744,0.2066923076923077
polyphen_mindsit,0.0853854358974359,0.13246153846153846
ppi_combined_39,0.08482430769230768,0.20084615384615387
ppi_combined_40,0.08467430769230767,0.2091538461538461
motifECount,0.0846354358974359,0.15253846153846154
Ca2+_binding_gbind,0.08456389743589743,0.21830769230769229
SignalP_score_aa_window_15_next,0.08429097435897437,0.1658461538461538
polyphen_bfact,0.0839354358974359,0.1924615384615385
ppi_combined_41,0.08375764102564102,0.22915384615384615
polyphen_avensit,0.08354166666666667,0.155
Dst2SplType_ACCEPTOR,0.08314097435897434,0.17584615384615385
polyphen_mindint,0.0830055641025641,0.1433076923076923
ppi_combined_44,0.08299097435897436,0.19915384615384613
polyphen_mindhet,0.0827243076923077,0.14584615384615385
polyphen_hbonds,0.08257223076923077,0.1466923076923077
BLOSUM62,0.08205764102564105,0.19415384615384615
AF_dssp_secondary_structure_T,0.08199723076923077,0.1783076923076923
polyphen_avenint,0.08195556410256409,0.1533076923076923
EnsembleRegulatoryFeature_Open chromatin,0.08183889743589744,0.16669230769230767
AF_dssp_secondary_structure_S,0.08060764102564104,0.1658461538461538
ppi_combined_50,0.08053333333333335,0.21000000000000002
AF_dssp_secondary_structure_B,0.08038333333333332,0.14
gtex_Liver,0.0803354358974359,0.20246153846153847
polyphen_dvol,0.0802583333333333,0.15499999999999997
ppi_combined_48,0.08019097435897436,0.19415384615384618
SignalP_score_aa_window_3_next,0.08010764102564102,0.15584615384615383
AF_dssp_secondary_structure_I,0.0800743076923077,0.11915384615384617
PSIPRED_strand_aa_window_8_next,0.08004723076923077,0.18830769230769231
DisoRNAscore_aa_window_15_prev,0.07997430769230769,0.19415384615384612
polyphen_dprop,0.07934097435897436,0.16415384615384618
polyphen_normasa,0.07922430769230769,0.15915384615384615
C-GLYCOSYLATION,0.07861389743589743,0.1083076923076923
S-GLYCOSYLATION,0.07814166666666668,0.115
METHYLATION,0.0778555641025641,0.1933076923076923
AF_dssp_secondary_structure_G,0.07784097435897436,0.14084615384615384
ASAquick_rawscore_aa_window_8_next,0.07764097435897438,0.21084615384615382
PSIPRED_helix_aa_window_3_prev,0.07650556410256411,0.1933076923076923
EnsembleRegulatoryFeature_TF binding site,0.07647223076923078,0.1266923076923077
O-GLYCOSYLATION,0.07642223076923076,0.16330769230769226
SignalP_score_aa,0.0758555641025641,0.14330769230769233
SUMOYLATION,0.07584097435897436,0.10584615384615384
PSIPRED_helix_aa,0.07580210256410257,0.18246153846153848
PSIPRED_strand_aa_window_3_prev,0.07566876923076922,0.14753846153846153
PSIPRED_helix_aa_window_3_next,0.07548889743589744,0.18669230769230769
SignalP_score_aa_window_8_prev,0.07476389743589744,0.11830769230769232
SignalP_score_aa_window_15_prev,0.0747555641025641,0.12669230769230772
UBIQUITINATION,0.07463889743589744,0.15669230769230766
SignalP_score_aa_window_3_prev,0.07429097435897435,0.10415384615384617
DFLpredScore_aa,0.07419097435897436,0.18415384615384617
S-NITROSYLATION,0.07384097435897434,0.14415384615384616
PHOSPHORYLATION,0.07369723076923078,0.1483076923076923
SignalP_score_aa_window_8_next,0.07358543589743591,0.12253846153846154
N-GLYCOSYLATION,0.07299723076923076,0.1616923076923077
ACETYLATION,0.07294097435897434,0.14415384615384616
MYRISTOYLATION,0.06858543589743592,0.10246153846153847
ASAquick_rawscore_aa_window_8_prev,0.06644723076923077,0.2383076923076923
RemapOverlapCL,0.0632305641025641,0.21169230769230768
