Category,Name,Rank
Lasso,gnomsingle_mutcount,0.0
Lasso,gnom_mutcount,0.0
Lasso,AF_confidence,0.0
Lasso,isHomomultimer,0.0
Lasso,num_interactions,0.0
Lasso,ppi_combined_0,0.0
Lasso,ppi_combined_1,0.0
Lasso,ppi_combined_2,0.0
Lasso,ppi_combined_3,0.0
Lasso,ppi_combined_4,0.0
Lasso,ppi_combined_5,0.0
Lasso,ppi_combined_6,0.0
Lasso,ppi_combined_7,0.0
Lasso,ppi_combined_8,0.0
Lasso,ppi_combined_9,0.0
Lasso,ppi_combined_10,0.0
Lasso,ppi_combined_11,0.0
Lasso,ppi_combined_12,0.0
Lasso,ppi_combined_13,0.0
Lasso,ppi_combined_14,0.0
Lasso,ppi_combined_15,0.0
Lasso,ppi_combined_16,0.0
Lasso,ppi_combined_17,0.0
Lasso,ppi_combined_18,0.0
Lasso,ppi_combined_19,0.0
Lasso,ppi_combined_20,0.0
Lasso,ppi_combined_21,0.0
Lasso,ppi_combined_22,0.0
Lasso,ppi_combined_23,0.0
Lasso,ppi_combined_24,0.0
Lasso,ppi_combined_25,0.0
Lasso,ppi_combined_26,0.0
Lasso,ppi_combined_27,0.0
Lasso,ppi_combined_28,0.0
Lasso,ppi_combined_29,0.0
Lasso,ppi_combined_30,0.0
Lasso,ppi_combined_31,0.0
Lasso,ppi_combined_32,0.0
Lasso,ppi_combined_33,0.0
Lasso,ppi_combined_34,0.0
Lasso,ppi_combined_35,0.0
Lasso,ppi_combined_36,0.0
Lasso,ppi_combined_37,0.0
Lasso,ppi_combined_38,0.0
Lasso,ppi_combined_39,0.0
Lasso,ppi_combined_40,0.0
Lasso,ppi_combined_41,0.0
Lasso,ppi_combined_42,0.0
Lasso,ppi_combined_43,0.0
Lasso,ppi_combined_44,0.0
Lasso,ppi_combined_45,0.0
Lasso,ppi_combined_46,0.0
Lasso,ppi_combined_47,0.0
Lasso,ppi_combined_48,0.0
Lasso,ppi_combined_49,0.0
Lasso,ppi_combined_50,0.0
Lasso,ppi_combined_51,0.0
Lasso,ppi_combined_52,0.0
Lasso,ppi_combined_53,0.0
Lasso,ppi_combined_54,0.0
Lasso,ppi_combined_55,0.0
Lasso,ppi_combined_56,0.0
Lasso,ppi_combined_57,0.0
Lasso,ppi_combined_58,0.0
Lasso,ppi_combined_59,0.0
Lasso,ppi_combined_60,0.0
Lasso,ppi_combined_61,0.0
Lasso,ppi_combined_62,0.0
Lasso,ppi_combined_63,0.0
Lasso,s_het,0.0
Lasso,DRNApredDNAscore_aa_window_3_prev,0.0
Lasso,DRNApredDNAscore_aa_window_8_prev,0.0
Lasso,DRNApredDNAscore_aa_window_15_prev,0.0
Lasso,DRNApredDNAscore_aa_window_3_next,0.0
Lasso,DRNApredDNAscore_aa_window_8_next,0.0
Lasso,DRNApredDNAscore_aa_window_15_next,0.0
Lasso,DRNApredDNAscore_aa,0.0
Lasso,ASAquick_normscore_aa_window_3_prev,0.0
Lasso,ASAquick_normscore_aa_window_8_prev,0.0
Lasso,ASAquick_normscore_aa_window_15_prev,0.0
Lasso,ASAquick_normscore_aa_window_3_next,0.0
Lasso,ASAquick_normscore_aa_window_8_next,0.0
Lasso,ASAquick_normscore_aa_window_15_next,0.0
Lasso,ASAquick_normscore_aa,0.0
Lasso,ASAquick_rawscore_aa_window_3_prev,0.0
Lasso,ASAquick_rawscore_aa_window_8_prev,0.0
Lasso,ASAquick_rawscore_aa_window_15_prev,0.0
Lasso,ASAquick_rawscore_aa_window_3_next,0.0
Lasso,ASAquick_rawscore_aa_window_8_next,0.0
Lasso,ASAquick_rawscore_aa_window_15_next,0.0
Lasso,ASAquick_rawscore_aa,0.0
Lasso,DFLpredScore_aa_window_3_prev,0.0
Lasso,DFLpredScore_aa_window_8_prev,0.0
Lasso,DFLpredScore_aa_window_15_prev,0.0
Lasso,DFLpredScore_aa_window_3_next,0.0
Lasso,DFLpredScore_aa_window_8_next,0.0
Lasso,DFLpredScore_aa_window_15_next,0.0
Lasso,DFLpredScore_aa,0.0
Lasso,DRNApredRNAscore_aa_window_3_prev,0.0
Lasso,DRNApredRNAscore_aa_window_8_prev,0.0
Lasso,DRNApredRNAscore_aa_window_15_prev,0.0
Lasso,DRNApredRNAscore_aa_window_3_next,0.0
Lasso,DRNApredRNAscore_aa_window_8_next,0.0
Lasso,DRNApredRNAscore_aa_window_15_next,0.0
Lasso,DRNApredRNAscore_aa,0.0
Lasso,DisoDNAscore_aa_window_3_prev,0.0
Lasso,DisoDNAscore_aa_window_8_prev,0.0
Lasso,DisoDNAscore_aa_window_15_prev,0.0
Lasso,DisoDNAscore_aa_window_3_next,0.0
Lasso,DisoDNAscore_aa_window_8_next,0.0
Lasso,DisoDNAscore_aa_window_15_next,0.0
Lasso,DisoDNAscore_aa,0.0
Lasso,DisoPROscore_aa_window_3_prev,0.0
Lasso,DisoPROscore_aa_window_8_prev,0.0
Lasso,DisoPROscore_aa_window_15_prev,0.0
Lasso,DisoPROscore_aa_window_3_next,0.0
Lasso,DisoPROscore_aa_window_8_next,0.0
Lasso,DisoPROscore_aa_window_15_next,0.0
Lasso,DisoPROscore_aa,0.0
Lasso,DisoRNAscore_aa_window_3_prev,0.0
Lasso,DisoRNAscore_aa_window_8_prev,0.0
Lasso,DisoRNAscore_aa_window_15_prev,0.0
Lasso,DisoRNAscore_aa_window_3_next,0.0
Lasso,DisoRNAscore_aa_window_8_next,0.0
Lasso,DisoRNAscore_aa_window_15_next,0.0
Lasso,DisoRNAscore_aa,0.0
Lasso,MMseq2_conservation_level_aa_window_3_prev,0.0
Lasso,MMseq2_conservation_level_aa_window_8_prev,0.0
Lasso,MMseq2_conservation_level_aa_window_15_prev,0.0
Lasso,MMseq2_conservation_level_aa_window_3_next,0.0
Lasso,MMseq2_conservation_level_aa_window_8_next,0.0
Lasso,MMseq2_conservation_level_aa_window_15_next,0.0
Lasso,MMseq2_conservation_level_aa,0.0
Lasso,MMseq2_conservation_score_aa_window_3_prev,0.0
Lasso,MMseq2_conservation_score_aa_window_8_prev,0.0
Lasso,MMseq2_conservation_score_aa_window_15_prev,0.0
Lasso,MMseq2_conservation_score_aa_window_3_next,0.0
Lasso,MMseq2_conservation_score_aa_window_8_next,0.0
Lasso,MMseq2_conservation_score_aa_window_15_next,0.0
Lasso,MMseq2_conservation_score_aa,0.0
Lasso,MoRFchibiScore_aa_window_3_prev,0.0
Lasso,MoRFchibiScore_aa_window_8_prev,0.0
Lasso,MoRFchibiScore_aa_window_15_prev,0.0
Lasso,MoRFchibiScore_aa_window_3_next,0.0
Lasso,MoRFchibiScore_aa_window_8_next,0.0
Lasso,MoRFchibiScore_aa_window_15_next,0.0
Lasso,MoRFchibiScore_aa,0.0
Lasso,PSIPRED_helix_aa_window_3_prev,0.0
Lasso,PSIPRED_helix_aa_window_8_prev,0.0
Lasso,PSIPRED_helix_aa_window_15_prev,0.0
Lasso,PSIPRED_helix_aa_window_3_next,0.0
Lasso,PSIPRED_helix_aa_window_8_next,0.0
Lasso,PSIPRED_helix_aa_window_15_next,0.0
Lasso,PSIPRED_helix_aa,0.0
Lasso,PSIPRED_strand_aa_window_3_prev,0.0
Lasso,PSIPRED_strand_aa_window_8_prev,0.0
Lasso,PSIPRED_strand_aa_window_15_prev,0.0
Lasso,PSIPRED_strand_aa_window_3_next,0.0
Lasso,PSIPRED_strand_aa_window_8_next,0.0
Lasso,PSIPRED_strand_aa_window_15_next,0.0
Lasso,PSIPRED_strand_aa,0.0
Lasso,SCRIBERscore_aa_window_3_prev,0.0
Lasso,SCRIBERscore_aa_window_8_prev,0.0
Lasso,SCRIBERscore_aa_window_15_prev,0.0
Lasso,SCRIBERscore_aa_window_3_next,0.0
Lasso,SCRIBERscore_aa_window_8_next,0.0
Lasso,SCRIBERscore_aa_window_15_next,0.0
Lasso,SCRIBERscore_aa,0.0
Lasso,SignalP_score_aa_window_3_prev,0.0
Lasso,SignalP_score_aa_window_8_prev,0.0
Lasso,SignalP_score_aa_window_15_prev,0.0
Lasso,SignalP_score_aa_window_3_next,0.0
Lasso,SignalP_score_aa_window_8_next,0.0
Lasso,SignalP_score_aa_window_15_next,0.0
Lasso,SignalP_score_aa,0.0
Lasso,gtex_Adipose_-_Subcutaneous,0.0
Lasso,gtex_Adipose_-_Visceral_(Omentum),0.0
Lasso,gtex_Adrenal_Gland,0.0
Lasso,gtex_Artery_-_Aorta,0.0
Lasso,gtex_Artery_-_Coronary,0.0
Lasso,gtex_Artery_-_Tibial,0.0
Lasso,gtex_Bladder,0.0
Lasso,gtex_Brain_-_Amygdala,0.0
Lasso,gtex_Brain_-_Anterior_cingulate_cortex_(BA24),0.0
Lasso,gtex_Brain_-_Caudate_(basal_ganglia),0.0
Lasso,gtex_Brain_-_Cerebellar_Hemisphere,0.0
Lasso,gtex_Brain_-_Cerebellum,0.0
Lasso,gtex_Brain_-_Cortex,0.0
Lasso,gtex_Brain_-_Frontal_Cortex_(BA9),0.0
Lasso,gtex_Brain_-_Hippocampus,0.0
Lasso,gtex_Brain_-_Hypothalamus,0.0
Lasso,gtex_Brain_-_Nucleus_accumbens_(basal_ganglia),0.0
Lasso,gtex_Brain_-_Putamen_(basal_ganglia),0.0
Lasso,gtex_Brain_-_Spinal_cord_(cervical_c-1),0.0
Lasso,gtex_Brain_-_Substantia_nigra,0.0
Lasso,gtex_Breast_-_Mammary_Tissue,0.0
Lasso,gtex_Cells_-_Cultured_fibroblasts,0.0
Lasso,gtex_Cells_-_EBV-transformed_lymphocytes,0.0
Lasso,gtex_Cervix_-_Ectocervix,0.0
Lasso,gtex_Cervix_-_Endocervix,0.0
Lasso,gtex_Colon_-_Sigmoid,0.0
Lasso,gtex_Colon_-_Transverse,0.0
Lasso,gtex_Esophagus_-_Gastroesophageal_Junction,0.0
Lasso,gtex_Esophagus_-_Mucosa,0.0
Lasso,gtex_Esophagus_-_Muscularis,0.0
Lasso,gtex_Fallopian_Tube,0.0
Lasso,gtex_Heart_-_Atrial_Appendage,0.0
Lasso,gtex_Heart_-_Left_Ventricle,0.0
Lasso,gtex_Kidney_-_Cortex,0.0
Lasso,gtex_Kidney_-_Medulla,0.0
Lasso,gtex_Liver,0.0
Lasso,gtex_Lung,0.0
Lasso,gtex_Minor_Salivary_Gland,0.0
Lasso,gtex_Muscle_-_Skeletal,0.0
Lasso,gtex_Nerve_-_Tibial,0.0
Lasso,gtex_Ovary,0.0
Lasso,gtex_Pancreas,0.0
Lasso,gtex_Pituitary,0.0
Lasso,gtex_Prostate,0.0
Lasso,gtex_Skin_-_Not_Sun_Exposed_(Suprapubic),0.0
Lasso,gtex_Skin_-_Sun_Exposed_(Lower_leg),0.0
Lasso,gtex_Small_Intestine_-_Terminal_Ileum,0.0
Lasso,gtex_Spleen,0.0
Lasso,gtex_Stomach,0.0
Lasso,gtex_Testis,0.0
Lasso,gtex_Thyroid,0.0
Lasso,gtex_Uterus,0.0
Lasso,gtex_Vagina,0.0
Lasso,gtex_Whole_Blood,0.0
Lasso,haplo,0.0
Lasso,haplo_imputed,0.0
Lasso,PHOSPHORYLATION,0.0
Lasso,ACETYLATION,0.0
Lasso,UBIQUITINATION,0.0
Lasso,S-NITROSYLATION,0.0
Lasso,N-GLYCOSYLATION,0.0
Lasso,METHYLATION,0.0
Lasso,O-GLYCOSYLATION,0.0
Lasso,MYRISTOYLATION,0.0
Lasso,C-GLYCOSYLATION,0.0
Lasso,SUMOYLATION,0.0
Lasso,S-GLYCOSYLATION,0.0
Lasso,Dominant_probability,0.07
Lasso,Recessive_probability,0.0
Lasso,polyphen_dscore,0.0
Lasso,polyphen_score1,0.0
Lasso,polyphen_score2,0.0
Lasso,polyphen_nobs,0.0
Lasso,polyphen_normasa,0.0
Lasso,polyphen_dvol,0.0
Lasso,polyphen_dprop,0.0
Lasso,polyphen_bfact,0.0
Lasso,polyphen_hbonds,0.0
Lasso,polyphen_avenhet,0.0
Lasso,polyphen_mindhet,0.0
Lasso,polyphen_avenint,0.0
Lasso,polyphen_mindint,0.0
Lasso,polyphen_avensit,0.0
Lasso,polyphen_mindsit,0.0
Lasso,polyphen_idpmax,0.0
Lasso,polyphen_idpsnp,0.0
Lasso,polyphen_idqmin,0.0
Lasso,ConsScore,0.18
Lasso,GC,0.0
Lasso,CpG,0.0
Lasso,motifECount,0.0
Lasso,motifEHIPos,0.0
Lasso,motifEScoreChng,0.0
Lasso,Dst2Splice,0.0
Lasso,minDistTSS,0.0
Lasso,minDistTSE,0.0
Lasso,priPhCons,0.0
Lasso,mamPhCons,0.04
Lasso,verPhCons,0.0
Lasso,priPhyloP,0.0
Lasso,mamPhyloP,0.0
Lasso,verPhyloP,0.21
Lasso,bStatistic_y,0.0
Lasso,targetScan,0.0
Lasso,mirSVR-Score,0.0
Lasso,mirSVR-E,0.0
Lasso,mirSVR-Aln,0.0
Lasso,cHmm_E1,0.0
Lasso,cHmm_E2,0.0
Lasso,cHmm_E3,0.0
Lasso,cHmm_E4,0.0
Lasso,cHmm_E5,0.0
Lasso,cHmm_E6,0.0
Lasso,cHmm_E7,0.0
Lasso,cHmm_E8,0.0
Lasso,cHmm_E9,0.0
Lasso,cHmm_E10,0.0
Lasso,cHmm_E11,0.0
Lasso,cHmm_E12,0.0
Lasso,cHmm_E13,0.0
Lasso,cHmm_E14,0.0
Lasso,cHmm_E15,0.0
Lasso,cHmm_E16,0.0
Lasso,cHmm_E17,0.0
Lasso,cHmm_E18,0.0
Lasso,cHmm_E19,0.0
Lasso,cHmm_E20,0.0
Lasso,cHmm_E21,0.0
Lasso,cHmm_E22,0.0
Lasso,cHmm_E23,0.0
Lasso,cHmm_E24,0.0
Lasso,cHmm_E25,0.0
Lasso,GerpRS,0.0
Lasso,GerpRSpval,0.0
Lasso,GerpN,0.0
Lasso,GerpS,0.0
Lasso,tOverlapMotifs,0.0
Lasso,motifDist,0.0
Lasso,EncodeH3K4me1-sum,0.0
Lasso,EncodeH3K4me1-max,0.0
Lasso,EncodeH3K4me2-sum,0.0
Lasso,EncodeH3K4me2-max,0.0
Lasso,EncodeH3K4me3-sum,0.0
Lasso,EncodeH3K4me3-max,0.0
Lasso,EncodeH3K9ac-sum,0.0
Lasso,EncodeH3K9ac-max,0.0
Lasso,EncodeH3K9me3-sum,0.0
Lasso,EncodeH3K9me3-max,0.0
Lasso,EncodeH3K27ac-sum,0.0
Lasso,EncodeH3K27ac-max,0.0
Lasso,EncodeH3K27me3-sum,0.0
Lasso,EncodeH3K27me3-max,0.0
Lasso,EncodeH3K36me3-sum,0.0
Lasso,EncodeH3K36me3-max,0.0
Lasso,EncodeH3K79me2-sum,0.0
Lasso,EncodeH3K79me2-max,0.0
Lasso,EncodeH4K20me1-sum,0.0
Lasso,EncodeH4K20me1-max,0.0
Lasso,EncodeH2AFZ-sum,0.0
Lasso,EncodeH2AFZ-max,0.0
Lasso,EncodeDNase-sum,0.0
Lasso,EncodeDNase-max,0.0
Lasso,EncodetotalRNA-sum,0.0
Lasso,EncodetotalRNA-max,0.0
Lasso,Grantham_x,0.0
Lasso,SpliceAI-acc-gain,0.0
Lasso,SpliceAI-acc-loss,0.0
Lasso,SpliceAI-don-gain,0.0
Lasso,SpliceAI-don-loss,0.0
Lasso,MMSp_acceptorIntron,0.0
Lasso,MMSp_acceptor,0.0
Lasso,MMSp_exon,0.0
Lasso,MMSp_donor,0.0
Lasso,MMSp_donorIntron,0.0
Lasso,Dist2Mutation,0.0
Lasso,Freq100bp,0.0
Lasso,Rare100bp,0.0
Lasso,Sngl100bp,0.0
Lasso,Freq1000bp,0.0
Lasso,Rare1000bp,0.0
Lasso,Sngl1000bp,0.0
Lasso,Freq10000bp,0.0
Lasso,Rare10000bp,0.0
Lasso,Sngl10000bp,0.0
Lasso,dbscSNV-ada_score,0.0
Lasso,dbscSNV-rf_score,0.0
Lasso,RemapOverlapTF,0.0
Lasso,RemapOverlapCL,0.0
Lasso,Charge,0.0
Lasso,Volume,0.0
Lasso,Hydrophobicity,0.0
Lasso,Polarity,0.0
Lasso,Ex,0.0
Lasso,PAM250,0.0
Lasso,JM,0.0
Lasso,HGMD2003,0.0
Lasso,VB,0.0
Lasso,Transition,0.0
Lasso,COSMIC,0.0
Lasso,COSMICvsSWISSPROT,0.0
Lasso,HAPMAP,0.0
Lasso,COSMICvsHAPMAP,0.0
Lasso,MOD_RES,0.0
Lasso,MOD_RES_DESCRIPTION_0,0.0
Lasso,MOD_RES_DESCRIPTION_1,0.0
Lasso,MOD_RES_DESCRIPTION_2,0.0
Lasso,MOD_RES_DESCRIPTION_3,0.0
Lasso,MOD_RES_DESCRIPTION_4,0.0
Lasso,REGION,0.0
Lasso,REGION_DESCRIPTION_0,0.0
Lasso,REGION_DESCRIPTION_1,0.0
Lasso,REGION_DESCRIPTION_2,0.0
Lasso,REGION_DESCRIPTION_3,0.0
Lasso,REGION_DESCRIPTION_4,0.0
Lasso,REGION_DESCRIPTION_5,0.0
Lasso,REGION_DESCRIPTION_6,0.0
Lasso,REGION_DESCRIPTION_7,0.0
Lasso,REGION_DESCRIPTION_8,0.0
Lasso,INTERACTION_REGION,0.0
Lasso,REQUIRED_FOR_INTER,0.0
Lasso,ATP_binding_gbind,0.0
Lasso,Ca2+_binding_gbind,0.0
Lasso,DNA_binding_gbind,0.0
Lasso,HEME_binding_gbind,0.0
Lasso,Mg2+_binding_gbind,0.0
Lasso,Mn2+_binding_gbind,0.0
Lasso,RNA_binding_gbind,0.0
Lasso,IMPACT_HIGH,0.36
Lasso,IMPACT_LOW,0.18
Lasso,IMPACT_MODERATE,0.0
Lasso,IMPACT_MODIFIER,0.0
Lasso,BIOTYPE_lncRNA,0.0
Lasso,BIOTYPE_nonsense_mediated_decay,0.0
Lasso,BIOTYPE_promoter_flanking_region,0.0
Lasso,BIOTYPE_protein_coding,0.0
Lasso,BIOTYPE_unprocessed_pseudogene,0.0
Lasso,NMD_NMD_escaping_variant,0.0
Lasso,AF_dssp_secondary_structure_-,0.0
Lasso,AF_dssp_secondary_structure_B,0.0
Lasso,AF_dssp_secondary_structure_E,0.0
Lasso,AF_dssp_secondary_structure_G,0.0
Lasso,AF_dssp_secondary_structure_H,0.0
Lasso,AF_dssp_secondary_structure_I,0.0
Lasso,AF_dssp_secondary_structure_S,0.0
Lasso,AF_dssp_secondary_structure_T,0.0
Lasso,STABILITY[SEQ]_Decrease,0.0
Lasso,STABILITY[SEQ]_Increase,0.0
Lasso,STABILITY[SEQ]_Neutral,0.0
Lasso,STABILITY[3D]_Decrease,0.0
Lasso,STABILITY[3D]_Increase,0.0
Lasso,STABILITY[3D]_Neutral,0.0
Lasso,Dst2SplType_ACCEPTOR,0.0
Lasso,Dst2SplType_DONOR,0.0
Lasso,EnsembleRegulatoryFeature_CTCF Binding Site,0.0
Lasso,EnsembleRegulatoryFeature_Enhancer,0.0
Lasso,EnsembleRegulatoryFeature_Open chromatin,0.0
Lasso,EnsembleRegulatoryFeature_Promoter,0.0
Lasso,EnsembleRegulatoryFeature_Promoter Flanking Region,0.0
Lasso,EnsembleRegulatoryFeature_TF binding site,0.0
MI,CADD_raw,0.5
MI,BLOSUM62,0.14
MI,Conservation,0.51
MI,ProteinLengthChange,0.24
MI,MaxEntScan_alt,0.09
MI,MaxEntScan_diff,0.09
MI,MaxEntScan_ref,0.04
MI,TSSDistance,0.03
MI,ada_score,0.12
MI,rf_score,0.13
MI,1000Gp3_AF,0.0
MI,FATHMM_score,0.22
MI,GERPplus_plus_NR,0.24
MI,GERPplus_plus_RS,0.27
MI,GM12878_fitCons_score,0.2
MI,GenoCanyon_score,0.26
MI,H1_hESC_fitCons_score,0.21
MI,HUVEC_fitCons_score,0.22
MI,LINSIGHT,0.03
MI,LIST_S2_score,0.23
MI,LRT_score,0.29
MI,M_CAP_score,0.29
MI,MPC_score,0.21
MI,MVP_score,0.31
MI,MutationAssessor_score,0.27
MI,MutationTaster_score,0.29
MI,PROVEAN_score,0.29
MI,SiPhy_29way_logOdds,0.34
MI,UK10K_AF,0.04
MI,VEST4_score,0.56
MI,fathmm_MKL_coding_score,0.28
MI,fathmm_XF_coding_score,0.24
MI,gnomAD_exomes_AF,0.12
MI,gnomAD_genomes_AF,0.01
MI,integrated_fitCons_score,0.21
MI,phastCons100way_vertebrate,0.27
MI,phastCons17way_primate,0.24
MI,phastCons30way_mammalian,0.23
MI,phyloP100way_vertebrate,0.33
MI,phyloP17way_primate,0.23
MI,phyloP30way_mammalian,0.24
MI,GDI,0.3
MI,MSC_95CI,0.31
MI,rel_cDNA_pos,0.0
MI,rel_CDS_pos,0.27
MI,rel_prot_pos,0.27
MI,Selective_pressure,0.3
MI,Clarks_distance,0.28
MI,CDS_len,0.32
MI,Number_of_paralogs,0.05
MI,denovo_Zscore,0.29
MI,RVIS,0.24
MI,Indispensability_score,0.29
MI,RSA,0.27
MI,ASA,0.31
MI,RSA_Zfit,0.31
MI,before_RSA_3,0.27
MI,before_RSA_8,0.29
MI,before_RSA_15,0.29
MI,after_RSA_3,0.29
MI,after_RSA_8,0.3
MI,after_RSA_15,0.3
MI,before_ASA_3,0.3
MI,before_ASA_8,0.29
MI,before_ASA_15,0.3
MI,after_ASA_3,0.28
MI,after_ASA_8,0.3
MI,after_ASA_15,0.3
MI,Phosphorylation,0.0
MI,Acetylation,0.0
MI,Methylation,0.0
MI,Ubiquitination,0.01
MI,Glycosylation,0.0
MI,PTM,0.02
MI,Consequence_first_0,0.81
MI,Consequence_first_1,0.02
MI,Consequence_first_2,0.02
MI,Consequence_first_3,0.05
MI,Consequence_first_4,0.14
MI,Condel_score,0.32
MI,SIFT_score,0.27
MI,NearestExonJB_distance,0.25
MI,NearestExonJB_len,0.41
MI,AF_Relative_ASA,0.29
MI,IUPRED2,0.31
MI,ANCHOR2,0.32
MI,before_IUPRED_3,0.33
MI,before_IUPRED_8,0.33
MI,before_IUPRED_15,0.33
MI,after_IUPRED_3,0.33
MI,after_IUPRED_8,0.35
MI,after_IUPRED_15,0.34
MI,before_ANCHOR_3,0.32
MI,before_ANCHOR_8,0.32
MI,before_ANCHOR_15,0.34
MI,after_ANCHOR_3,0.33
MI,after_ANCHOR_8,0.34
MI,after_ANCHOR_15,0.31
MI,A3D_SCORE,0.08
MI,n_contacts,0.22
MI,distance_com,0.2
MI,concavity_score,0.21
MI,S_DDG[SEQ],0.21
MI,S_DDG[3D],0.16
MI,hgmd_mutcount,0.23
MI,gnomsingle_mutcount,0.17
MI,gnom_mutcount,0.17
MI,AF_confidence,0.26
MI,isHomomultimer,0.04
MI,num_interactions,0.18
MI,ppi_combined_0,0.18
MI,ppi_combined_1,0.19
MI,ppi_combined_2,0.17
MI,ppi_combined_3,0.18
MI,ppi_combined_4,0.19
MI,ppi_combined_5,0.17
MI,ppi_combined_6,0.17
MI,ppi_combined_7,0.19
MI,ppi_combined_8,0.18
MI,ppi_combined_9,0.18
MI,ppi_combined_10,0.19
MI,ppi_combined_11,0.17
MI,ppi_combined_12,0.18
MI,ppi_combined_13,0.17
MI,ppi_combined_14,0.2
MI,ppi_combined_15,0.17
MI,ppi_combined_16,0.19
MI,ppi_combined_17,0.18
MI,ppi_combined_18,0.19
MI,ppi_combined_19,0.18
MI,ppi_combined_20,0.18
MI,ppi_combined_21,0.18
MI,ppi_combined_22,0.17
MI,ppi_combined_23,0.18
MI,ppi_combined_24,0.17
MI,ppi_combined_25,0.18
MI,ppi_combined_26,0.18
MI,ppi_combined_27,0.17
MI,ppi_combined_28,0.18
MI,ppi_combined_29,0.16
MI,ppi_combined_30,0.16
MI,ppi_combined_31,0.19
MI,ppi_combined_32,0.19
MI,ppi_combined_33,0.17
MI,ppi_combined_34,0.19
MI,ppi_combined_35,0.19
MI,ppi_combined_36,0.18
MI,ppi_combined_37,0.18
MI,ppi_combined_38,0.17
MI,ppi_combined_39,0.18
MI,ppi_combined_40,0.16
MI,ppi_combined_41,0.19
MI,ppi_combined_42,0.15
MI,ppi_combined_43,0.17
MI,ppi_combined_44,0.18
MI,ppi_combined_45,0.17
MI,ppi_combined_46,0.17
MI,ppi_combined_47,0.18
MI,ppi_combined_48,0.18
MI,ppi_combined_49,0.18
MI,ppi_combined_50,0.17
MI,ppi_combined_51,0.18
MI,ppi_combined_52,0.18
MI,ppi_combined_53,0.17
MI,ppi_combined_54,0.2
MI,ppi_combined_55,0.17
MI,ppi_combined_56,0.18
MI,ppi_combined_57,0.16
MI,ppi_combined_58,0.17
MI,ppi_combined_59,0.16
MI,ppi_combined_60,0.17
MI,ppi_combined_61,0.19
MI,ppi_combined_62,0.16
MI,ppi_combined_63,0.19
MI,s_het,0.28
MI,DRNApredDNAscore_aa_window_3_prev,0.17
MI,DRNApredDNAscore_aa_window_8_prev,0.19
MI,DRNApredDNAscore_aa_window_15_prev,0.19
MI,DRNApredDNAscore_aa_window_3_next,0.16
MI,DRNApredDNAscore_aa_window_8_next,0.19
MI,DRNApredDNAscore_aa_window_15_next,0.21
MI,DRNApredDNAscore_aa,0.18
MI,ASAquick_normscore_aa_window_3_prev,0.19
MI,ASAquick_normscore_aa_window_8_prev,0.21
MI,ASAquick_normscore_aa_window_15_prev,0.19
MI,ASAquick_normscore_aa_window_3_next,0.18
MI,ASAquick_normscore_aa_window_8_next,0.2
MI,ASAquick_normscore_aa_window_15_next,0.2
MI,ASAquick_normscore_aa,0.18
MI,ASAquick_rawscore_aa_window_3_prev,0.17
MI,ASAquick_rawscore_aa_window_8_prev,0.21
MI,ASAquick_rawscore_aa_window_15_prev,0.2
MI,ASAquick_rawscore_aa_window_3_next,0.2
MI,ASAquick_rawscore_aa_window_8_next,0.2
MI,ASAquick_rawscore_aa_window_15_next,0.2
MI,ASAquick_rawscore_aa,0.2
MI,DFLpredScore_aa_window_3_prev,0.16
MI,DFLpredScore_aa_window_8_prev,0.18
MI,DFLpredScore_aa_window_15_prev,0.18
MI,DFLpredScore_aa_window_3_next,0.17
MI,DFLpredScore_aa_window_8_next,0.19
MI,DFLpredScore_aa_window_15_next,0.2
MI,DFLpredScore_aa,0.17
MI,DRNApredRNAscore_aa_window_3_prev,0.16
MI,DRNApredRNAscore_aa_window_8_prev,0.17
MI,DRNApredRNAscore_aa_window_15_prev,0.17
MI,DRNApredRNAscore_aa_window_3_next,0.17
MI,DRNApredRNAscore_aa_window_8_next,0.21
MI,DRNApredRNAscore_aa_window_15_next,0.19
MI,DRNApredRNAscore_aa,0.19
MI,DisoDNAscore_aa_window_3_prev,0.18
MI,DisoDNAscore_aa_window_8_prev,0.2
MI,DisoDNAscore_aa_window_15_prev,0.18
MI,DisoDNAscore_aa_window_3_next,0.19
MI,DisoDNAscore_aa_window_8_next,0.2
MI,DisoDNAscore_aa_window_15_next,0.19
MI,DisoDNAscore_aa,0.2
MI,DisoPROscore_aa_window_3_prev,0.23
MI,DisoPROscore_aa_window_8_prev,0.22
MI,DisoPROscore_aa_window_15_prev,0.23
MI,DisoPROscore_aa_window_3_next,0.23
MI,DisoPROscore_aa_window_8_next,0.24
MI,DisoPROscore_aa_window_15_next,0.24
MI,DisoPROscore_aa,0.23
MI,DisoRNAscore_aa_window_3_prev,0.18
MI,DisoRNAscore_aa_window_8_prev,0.18
MI,DisoRNAscore_aa_window_15_prev,0.21
MI,DisoRNAscore_aa_window_3_next,0.2
MI,DisoRNAscore_aa_window_8_next,0.17
MI,DisoRNAscore_aa_window_15_next,0.21
MI,DisoRNAscore_aa,0.19
MI,MMseq2_conservation_level_aa_window_3_prev,0.19
MI,MMseq2_conservation_level_aa_window_8_prev,0.19
MI,MMseq2_conservation_level_aa_window_15_prev,0.2
MI,MMseq2_conservation_level_aa_window_3_next,0.22
MI,MMseq2_conservation_level_aa_window_8_next,0.2
MI,MMseq2_conservation_level_aa_window_15_next,0.21
